la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr
22,37,19,6,1,0.9099407954838498,2.0,1475.0,3.0,0,20.0,1126945.7368421052,41.0,2.0,266.0,151.0,265.0,151.0,184.0,135.0,0.4556650246305418,0.3349753694581281
1,0,1,1,1,0.0,1.0,3440.0,2.0,0,5.0,3604003.0,4.0,2.0,53.0,152.0,53.0,152.0,33.0,136.0,0.08353808353808354,0.3366093366093366
19,40,16,5,1,0.8284250360044566,1.0,3064.0,4.0,0,45.0,487479.3125,142.0,2.0,267.0,109.0,266.0,109.0,185.0,94.0,0.4558823529411765,0.232843137254902
60,9,6,4,1,0.6377382695729212,2.0,2447.0,3.0,0,12.0,63843.33333333334,18.0,2.0,268.0,154.0,267.0,154.0,186.0,138.0,0.4572127139364303,0.33985330073349634
17,3,2,2,2,0.7219280948873623,1.0,1120123.0,2.0,0,1.0,2988580.0,1.0,2.0,19.0,24.0,19.0,24.0,18.0,23.0,0.7037037037037037,0.8888888888888888
83,0,2,2,1,0.8342867421739537,5.0,1702308.0,14.0,0,35.0,309258.5,77.0,2.0,71.0,211.0,71.0,211.0,51.0,153.0,0.12682926829268293,0.37560975609756103
89,0,2,1,1,0.8566727035015875,6.0,-45688601.0,8.0,0,0.0,0.0,0.0,1.0,52.0,26.0,52.0,26.0,19.0,17.0,0.6896551724137931,0.6206896551724138
1,1,1,1,1,0.0,1.0,911.0,2.0,0,20.0,14608.0,80.0,2.0,14.0,117.0,14.0,117.0,14.0,110.0,0.0364963503649635,0.27007299270072993
6,3,1,1,1,0.0,2.0,432319.0,3.0,0,5.0,159783.0,14.0,2.0,53.0,179.0,53.0,179.0,19.0,126.0,0.04854368932038835,0.308252427184466
201,2,3,3,1,0.9513347435517888,5.0,5024600.0,15.0,0,6.0,9012.333333333334,8.0,2.0,0.0,362.0,0.0,361.0,0.0,259.0,0.0024213075060532693,0.6295399515738499
0,14,1,1,1,0.0,1.0,48546.0,4.0,0,1.0,1940469.0,1.0,2.0,41.0,179.0,40.0,179.0,38.0,171.0,0.09420289855072464,0.4154589371980677
73,46,6,4,1,0.8295758998213366,3.0,46313.0,3.0,0,12.0,21948.0,19.0,2.0,270.0,164.0,269.0,164.0,188.0,122.0,0.455421686746988,0.2963855421686747
1,1,1,1,1,0.0,1.0,40541.0,3.0,0,1.0,33986.0,1.0,3.0,271.0,212.0,270.0,212.0,189.0,163.0,0.4567307692307692,0.3942307692307692
160,157,4,4,1,0.9745067493870736,2.0,36651.0,3.0,0,6.0,28312.0,13.0,2.0,272.0,202.0,271.0,202.0,190.0,154.0,0.4580335731414868,0.37170263788968827
127,16,4,1,1,0.6708021009496126,2.0,60417.0,5.0,0,6.0,1916011.25,5.0,4.0,3.0,171.0,3.0,171.0,3.0,129.0,0.009569377990430622,0.31100478468899523
54,0,1,1,1,0.0,2.0,1683320.0,3.0,0,6.0,177533.0,12.0,4.0,195.0,402.0,195.0,401.0,35.0,109.0,0.32142857142857145,0.9821428571428572
0,11,1,1,1,0.0,1.0,4989.0,2.0,0,4.0,115418.0,3.0,2.0,54.0,138.0,54.0,138.0,34.0,119.0,0.08353221957040573,0.2863961813842482
42,29,3,2,1,0.6425228439404754,1.0,1861.0,2.0,0,14.0,289633.33333333326,27.0,2.0,40.0,126.0,40.0,126.0,26.0,113.0,0.06428571428571428,0.2714285714285714
416,289,24,13,2,0.8062538583376723,5.0,595642.0,9.0,0,56.0,33492.083333333336,204.0,2.0,4.0,217.0,4.0,217.0,4.0,170.0,0.011441647597254004,0.39130434782608703
32,22,22,1,1,0.9933795859952758,1.0,19800.0,2.0,0,8.0,349772.5909090909,16.0,2.0,84.0,329.0,84.0,328.0,79.0,239.0,0.1895734597156398,0.5687203791469194
3,3,1,1,1,0.0,2.0,47434.0,3.0,0,21.0,521469.0,34.0,3.0,55.0,333.0,55.0,332.0,35.0,250.0,0.0851063829787234,0.5933806146572104
5,0,1,1,1,0.0,1.0,260730.0,6.0,0,18.0,34604.0,27.0,4.0,3.0,126.0,3.0,126.0,3.0,109.0,0.009433962264150943,0.2594339622641509
16,10,4,4,2,0.6057848060815437,1.0,288017.0,2.0,0,6.0,39129.66666666666,10.0,2.0,276.0,197.0,275.0,197.0,193.0,184.0,0.4564705882352941,0.4352941176470588
5,0,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,9,4,4,2,0.7430231162862537,2.0,286337.0,4.0,0,6.0,1159.6666666666667,11.0,1.0,277.0,120.0,276.0,120.0,194.0,117.0,0.4577464788732394,0.27699530516431925
4,2,2,1,1,1.0,1.0,519041.0,4.0,0,1.0,4011113.5,2.0,2.0,13.0,28.0,13.0,28.0,0.0,26.0,0.037037037037037035,1.0
7,0,1,1,1,0.0,4.0,1052660.0,13.0,0,10.0,682448.0,17.0,2.0,6.0,165.0,6.0,165.0,6.0,149.0,0.016393442622950817,0.35128805620608894
3,3,2,2,2,0.9182958340544896,1.0,-46849695.0,4.0,0,8.0,2056900.0,21.0,3.0,6.0,60.0,6.0,60.0,3.0,26.0,0.07547169811320754,0.5094339622641509
158,159,4,3,2,0.596208177525071,5.0,100262.0,6.0,0,3.0,157470.0,8.0,2.0,278.0,198.0,277.0,198.0,195.0,175.0,0.4579439252336449,0.41121495327102797
1,1,2,2,1,1.0,3.0,14862.0,4.0,0,4.0,2411972.5,6.0,2.0,7.0,347.0,7.0,346.0,7.0,262.0,0.018648018648018648,0.6130536130536131
33,28,3,2,1,0.7313079493118876,1.0,305359.0,3.0,0,21.0,625959.6666666665,43.0,2.0,0.0,100.0,0.0,100.0,0.0,98.0,0.002325581395348837,0.2302325581395349
12,0,1,1,1,0.0,2.0,166652.0,4.0,0,0.0,0.0,0.0,3.0,10.0,378.0,10.0,377.0,10.0,281.0,0.025522041763341063,0.6542923433874711
13,13,8,8,2,0.8845147656768559,1.0,4592.0,2.0,0,48.0,532439.875,122.0,2.0,15.0,212.0,15.0,212.0,15.0,163.0,0.03571428571428571,0.36607142857142855
23,5,2,2,1,0.22228483068568802,3.0,175926.0,5.0,0,2.0,2597227.0,3.0,2.0,87.0,224.0,87.0,224.0,3.0,100.0,0.035398230088495575,0.8938053097345132
2,2,1,1,1,0.0,2.0,1178310.0,2.0,0,2.0,1738681.0,1.0,4.0,127.0,335.0,127.0,335.0,25.0,103.0,0.2280701754385965,0.912280701754386
45,29,6,3,1,0.8045455217628077,1.0,6183.0,2.0,0,8.0,442000.0,7.0,2.0,88.0,263.0,88.0,263.0,82.0,208.0,0.19168591224018475,0.4826789838337183
19,3,1,1,1,0.0,2.0,72665.0,5.0,0,6.0,11684.0,5.0,2.0,89.0,193.0,89.0,193.0,83.0,190.0,0.1935483870967742,0.4400921658986175
99,44,2,2,1,0.9996824977267188,3.0,680683.0,5.0,0,7.0,1684601.0,16.0,1.0,12.0,113.0,12.0,113.0,0.0,92.0,0.008695652173913044,0.8086956521739129
60,1,3,3,1,0.7763336374598974,3.0,1911671.0,7.0,0,12.0,645918.0,37.0,1.0,13.0,281.0,13.0,280.0,1.0,70.0,0.017241379310344827,0.6120689655172413
1,1,1,1,1,0.0,1.0,822629.0,1.0,0,7.0,1199.0,15.0,2.0,138.0,216.0,138.0,216.0,28.0,99.0,0.2478632478632479,0.8547008547008547
8,14,6,1,1,0.9029954820608994,2.0,16412.0,6.0,0,33.0,418956.66666666674,53.0,2.0,282.0,217.0,281.0,217.0,198.0,163.0,0.4574712643678161,0.3770114942528736
7,6,2,2,1,0.9957274520849256,2.0,3412.0,4.0,0,20.0,116.0,40.0,2.0,283.0,218.0,282.0,218.0,199.0,164.0,0.4587155963302753,0.37844036697247707
22,6,2,2,1,0.8112781244591328,3.0,77108.0,4.0,0,22.0,430190.5,26.0,2.0,92.0,325.0,92.0,324.0,86.0,227.0,0.19908466819221968,0.5217391304347826
451,204,5,5,2,0.4955165509351291,10.0,1876028.0,7.0,0,5.0,3393606.2,10.0,2.0,24.0,21.0,24.0,21.0,23.0,20.0,0.8275862068965517,0.7241379310344828
3,2,1,1,1,0.0,1.0,75910.0,3.0,0,11.0,530299.0,18.0,2.0,16.0,102.0,16.0,102.0,16.0,100.0,0.03881278538812785,0.2305936073059361
8,8,1,1,1,0.0,2.0,39265.0,4.0,0,27.0,216237.0,64.0,2.0,1.0,169.0,0.0,169.0,0.0,163.0,0.002277904328018223,0.3735763097949886
24,1,2,2,1,0.2422921890824148,2.0,370919.0,4.0,0,18.0,1040777.0,33.0,2.0,15.0,350.0,15.0,349.0,10.0,260.0,0.025,0.5931818181818181
174,27,6,4,1,0.6523270030341859,6.0,162615.0,18.0,0,35.0,52629.0,124.0,1.0,286.0,87.0,285.0,87.0,202.0,87.0,0.4603174603174603,0.19954648526077096
33,34,18,13,1,0.9088694988297932,6.0,2920565.0,15.0,0,39.0,327176.11111111107,102.0,5.0,131.0,374.0,130.0,373.0,89.0,268.0,0.20361990950226244,0.6085972850678733
0,32,2,2,1,0.8571484374283715,1.0,22886.0,3.0,0,23.0,1125981.0,37.0,3.0,3.0,381.0,2.0,380.0,2.0,282.0,0.0067720090293453715,0.6388261851015802
30,34,17,13,2,0.9002130066538025,2.0,94428.0,5.0,0,38.0,451539.1764705882,82.0,2.0,4.0,354.0,3.0,353.0,3.0,275.0,0.008547008547008548,0.5897435897435898
2,1,1,1,1,0.0,1.0,64100.0,2.0,0,7.0,858227.0,20.0,2.0,17.0,347.0,17.0,346.0,7.0,12.0,0.2857142857142857,0.4642857142857143
2,1,1,1,1,0.0,1.0,72450.0,3.0,0,7.0,553.0,21.0,3.0,18.0,406.0,18.0,405.0,8.0,15.0,0.3103448275862069,0.5517241379310345
2,1,1,1,1,0.0,1.0,-46374100.0,3.0,0,7.0,1442.0,22.0,2.0,19.0,33.0,19.0,33.0,9.0,3.0,0.3333333333333333,0.13333333333333333
53,25,7,4,1,0.9018565799255504,4.0,678107.0,6.0,0,16.0,613764.2857142857,29.0,2.0,4.0,352.0,4.0,351.0,4.0,266.0,0.011235955056179777,0.6
20,20,10,5,1,0.8734714943182457,1.0,53324.0,2.0,0,46.0,61298.0,104.0,2.0,0.0,358.0,0.0,357.0,0.0,266.0,0.002242152466367713,0.5986547085201793
8,8,1,1,1,0.0,1.0,855.0,2.0,0,1.0,4144521.0,1.0,2.0,99.0,189.0,99.0,189.0,92.0,135.0,0.2080536912751678,0.3042505592841163
1,1,1,1,1,0.0,3.0,87104.0,8.0,0,7.0,62229.0,17.0,2.0,14.0,180.0,14.0,180.0,14.0,162.0,0.033482142857142856,0.3638392857142857
17,1,1,1,1,0.0,1.0,70796.0,3.0,0,2.0,3646092.0,2.0,2.0,5.0,351.0,5.0,350.0,0.0,2.0,0.25,0.75
26,1,2,2,2,0.9910760598382222,1.0,67959.0,2.0,0,0.0,0.0,0.0,2.0,22.0,25.0,22.0,25.0,21.0,24.0,0.7333333333333333,0.8333333333333334
1,0,1,1,1,0.0,3.0,84506.0,6.0,0,2.0,1233271.0,3.0,3.0,6.0,416.0,6.0,415.0,0.0,115.0,0.00847457627118644,0.9830508474576272
3,3,2,1,1,0.9182958340544896,3.0,61137.0,4.0,0,8.0,2133425.0,12.0,4.0,5.0,362.0,4.0,361.0,1.0,114.0,0.01680672268907563,0.9663865546218487
17,17,7,6,2,0.9193755236640598,1.0,33485.0,3.0,0,3.0,274078.2857142857,7.0,2.0,6.0,23.0,5.0,23.0,0.0,22.0,0.03225806451612903,0.7419354838709677
37,38,16,13,1,0.9251959298684868,2.0,-46798020.0,7.0,0,7.0,2223243.5625,14.0,5.0,7.0,69.0,6.0,69.0,0.0,15.0,0.03225806451612903,0.5161290322580645
1,1,1,1,1,0.0,2.0,15938.0,6.0,0,3.0,1991898.0,6.0,2.0,15.0,231.0,15.0,231.0,15.0,171.0,0.035634743875278395,0.3830734966592428
677,496,29,18,1,0.8534573126267967,19.0,580332.0,22.0,0,56.0,141966.62068965516,216.0,1.0,43.0,164.0,43.0,164.0,29.0,112.0,0.06666666666666668,0.2511111111111111
3,3,1,1,1,0.0,1.0,18224.0,4.0,0,2.0,3024809.0,3.0,4.0,33.0,219.0,33.0,219.0,31.0,194.0,0.07095343680709534,0.4323725055432373
1,0,1,1,1,0.0,1.0,1105731.0,3.0,0,16.0,5242.0,27.0,5.0,135.0,382.0,135.0,382.0,91.0,295.0,0.2035398230088496,0.6548672566371682
1,1,1,1,1,0.0,1.0,8625.0,3.0,0,26.0,142380.0,35.0,2.0,102.0,235.0,102.0,235.0,95.0,175.0,0.2119205298013245,0.38852097130242813
1,1,1,1,1,0.0,1.0,44.0,0.0,1,1.0,4216037.0,2.0,1.0,26.0,26.0,26.0,26.0,24.0,24.0,0.8064516129032258,0.8064516129032258
6,0,1,1,1,0.0,1.0,2462.0,3.0,0,28.0,11056.0,66.0,3.0,100.0,201.0,100.0,201.0,89.0,173.0,0.19823788546255505,0.3832599118942731
2,2,1,1,1,0.0,1.0,3137.0,3.0,0,6.0,212781.0,7.0,3.0,104.0,149.0,104.0,149.0,97.0,131.0,0.2153846153846154,0.2901098901098901
0,5,1,1,1,0.0,1.0,9919.0,3.0,0,14.0,693142.0,20.0,2.0,20.0,139.0,20.0,139.0,1.0,0.0,0.09523809523809523,0.047619047619047616
240,39,15,10,1,0.8658160900393758,5.0,304211.0,8.0,0,41.0,7294.8,110.0,4.0,90.0,369.0,90.0,368.0,90.0,259.0,0.19956140350877194,0.5701754385964912
85,67,7,4,2,0.7782184635223949,2.0,497137.0,4.0,0,12.0,215455.5,28.0,3.0,8.0,171.0,8.0,171.0,1.0,102.0,0.016666666666666666,0.8583333333333333
3,1,2,2,1,0.8112781244591328,1.0,3022.0,3.0,0,1.0,4405967.5,2.0,2.0,15.0,140.0,15.0,140.0,13.0,126.0,0.03063457330415755,0.2778993435448578
1,1,1,1,1,0.0,1.0,734.0,2.0,0,16.0,18390.0,28.0,2.0,17.0,141.0,17.0,141.0,17.0,127.0,0.039301310043668124,0.2794759825327511
0,0,1,1,1,0.0,1.0,1082021.0,3.0,0,5.0,156853.0,4.0,5.0,221.0,337.0,221.0,337.0,172.0,248.0,0.3769063180827887,0.5424836601307189
28,0,2,2,1,0.5916727785823275,1.0,851.0,2.0,0,7.0,547027.0,16.0,2.0,94.0,191.0,94.0,191.0,74.0,172.0,0.16304347826086954,0.3760869565217391
6,5,4,3,1,0.9115339911368304,4.0,709535.0,6.0,0,5.0,174189.0,11.0,2.0,95.0,359.0,94.0,358.0,75.0,270.0,0.1648590021691974,0.5878524945770065
0,3,1,1,1,0.0,1.0,59600.0,3.0,0,7.0,225957.0,7.0,3.0,126.0,198.0,126.0,198.0,123.0,176.0,0.2683982683982684,0.3831168831168831
5,5,1,1,1,0.0,1.0,5979.0,3.0,0,5.0,19727.0,6.0,3.0,45.0,213.0,45.0,213.0,31.0,189.0,0.06911447084233263,0.4103671706263499
8,6,1,1,1,0.0,2.0,432511.0,2.0,0,7.0,593616.0,16.0,2.0,1.0,167.0,1.0,167.0,0.0,103.0,0.008264462809917356,0.8595041322314051
25,11,2,2,1,0.9910760598382222,6.0,412094.0,16.0,0,24.0,293037.5,30.0,2.0,93.0,355.0,93.0,354.0,93.0,253.0,0.2025862068965517,0.5474137931034483
287,0,5,3,1,0.6722182156511425,8.0,13374337.0,19.0,0,20.0,451825.0,33.0,2.0,94.0,356.0,94.0,355.0,94.0,254.0,0.2043010752688172,0.5483870967741935
14,10,1,1,1,0.0,2.0,1050891.0,3.0,0,7.0,3270437.0,9.0,5.0,135.0,271.0,135.0,271.0,29.0,106.0,0.2459016393442623,0.8770491803278688
2,0,1,1,1,0.0,2.0,5379.0,5.0,0,7.0,227716.0,23.0,3.0,0.0,235.0,0.0,235.0,0.0,16.0,0.03225806451612903,0.5483870967741935
25,0,5,4,1,0.8753448022978292,1.0,274268.0,3.0,0,38.0,226736.0,145.0,3.0,0.0,149.0,0.0,149.0,0.0,145.0,0.002145922746781116,0.3133047210300429
3,0,1,1,1,0.0,3.0,374422.0,4.0,0,3.0,125339.0,4.0,3.0,0.0,40.0,0.0,40.0,0.0,31.0,0.03125,1.0
8,4,1,1,1,0.0,1.0,2103.0,4.0,0,7.0,70618.0,10.0,4.0,96.0,344.0,96.0,344.0,76.0,279.0,0.16488222698072805,0.5995717344753747
1,1,1,1,1,0.0,1.0,-46849622.0,2.0,0,1.0,31602053.0,1.0,2.0,1.0,63.0,1.0,62.0,0.0,0.0,0.5,0.5
21,15,6,4,1,0.9259640358613576,1.0,406067.0,4.0,0,29.0,106224.66666666669,113.0,3.0,43.0,163.0,42.0,163.0,39.0,119.0,0.08547008547008547,0.2564102564102564
3,0,1,1,1,0.0,1.0,3818.0,2.0,0,25.0,38464.0,31.0,2.0,96.0,124.0,96.0,124.0,96.0,109.0,0.2068230277185501,0.2345415778251599
5,3,1,1,1,0.0,3.0,284822.0,6.0,0,2.0,1238404.0,3.0,2.0,7.0,184.0,7.0,184.0,7.0,126.0,0.01702127659574468,0.2702127659574468
199,121,15,9,1,0.7056250284407756,7.0,2417181.0,9.0,0,51.0,185594.13333333333,182.0,1.0,1.0,97.0,1.0,97.0,1.0,97.0,0.004246284501061571,0.208067940552017
4,3,2,2,1,0.8631205685666309,1.0,2513.0,3.0,0,26.0,1356402.0,36.0,2.0,0.0,150.0,0.0,150.0,0.0,135.0,0.00211864406779661,0.288135593220339
154,4,4,4,1,0.491045844110633,3.0,166010.0,6.0,0,15.0,307162.0,41.0,2.0,40.0,211.0,40.0,211.0,2.0,105.0,0.024390243902439025,0.8617886178861789
1,1,1,1,1,0.0,1.0,939512.0,2.0,0,7.0,152596.0,8.0,4.0,136.0,314.0,136.0,314.0,92.0,268.0,0.19661733615221988,0.5687103594080338
1,2,1,1,1,0.0,1.0,903.0,3.0,0,26.0,4459.0,33.0,3.0,99.0,268.0,99.0,268.0,99.0,195.0,0.2109704641350211,0.41350210970464135
403,173,41,22,1,0.8274056204783863,9.0,1275687.0,20.0,0,60.0,253856.65853658534,263.0,2.0,108.0,278.0,108.0,278.0,101.0,223.0,0.2147368421052632,0.471578947368421
84,3,2,2,2,0.777810879085303,2.0,325471.0,7.0,0,0.0,0.0,0.0,2.0,25.0,28.0,25.0,28.0,24.0,27.0,0.7352941176470589,0.8235294117647058
2,0,1,1,1,0.0,8.0,1189056.0,9.0,0,8.0,224366.0,24.0,2.0,23.0,127.0,23.0,127.0,10.0,5.0,0.34375,0.1875
107,2,2,2,1,0.5272474770240346,1.0,167394.0,4.0,0,12.0,161638.0,17.0,3.0,9.0,375.0,9.0,374.0,9.0,234.0,0.02100840336134454,0.4936974789915967
485,0,7,5,1,0.5656443672763947,11.0,2158764.0,23.0,0,48.0,150185.7142857143,120.0,3.0,0.0,272.0,0.0,272.0,0.0,158.0,0.0020964360587002093,0.3333333333333333
9,5,1,1,1,0.0,7.0,332102.0,4.0,0,1.0,3619757.0,1.0,1.0,3.0,64.0,3.0,64.0,0.0,1.0,0.3333333333333333,0.6666666666666666
664,593,29,16,1,0.794904069314972,23.0,790331.0,21.0,0,57.0,190563.24137931035,230.0,3.0,32.0,241.0,32.0,241.0,28.0,173.0,0.06066945606694561,0.3640167364016737
2376,2118,61,6,1,0.7009349788103286,3.0,330998.0,6.0,0,26.0,232038.91803278693,65.0,2.0,173.0,129.0,173.0,129.0,121.0,106.0,0.2546972860125261,0.2233820459290188
21,3,2,2,1,0.7382848661434506,2.0,82579.0,11.0,0,9.0,9481.0,11.0,3.0,11.0,391.0,11.0,390.0,11.0,292.0,0.025,0.6104166666666667
1411,425,126,24,3,0.7304655983146882,7.0,2075987.0,14.0,0,45.0,15289.744394618832,125.0,3.0,141.0,400.0,141.0,399.0,100.0,304.0,0.20281124497991967,0.6124497991967871
8,3,1,1,1,0.0,2.0,167109.0,4.0,0,3.0,2858472.0,2.0,2.0,102.0,333.0,102.0,332.0,102.0,240.0,0.21369294605809128,0.5
3,0,1,1,1,0.0,1.0,3657.0,2.0,0,4.0,854287.0,3.0,2.0,18.0,123.0,18.0,123.0,18.0,90.0,0.039337474120082816,0.18840579710144928
8,3,1,1,1,0.0,1.0,119283.0,2.0,0,1.0,3520444.0,1.0,2.0,7.0,167.0,7.0,167.0,4.0,119.0,0.010330578512396695,0.2479338842975207
1,1,1,1,1,0.0,1.0,115313.0,3.0,0,32.0,67488.0,72.0,3.0,8.0,174.0,7.0,174.0,4.0,155.0,0.010309278350515464,0.3216494845360825
2,2,1,1,1,0.0,1.0,122480.0,4.0,0,3.0,3449637.0,4.0,3.0,4.0,401.0,4.0,400.0,1.0,308.0,0.00411522633744856,0.6358024691358025
3,1,1,1,1,0.0,1.0,5904.0,2.0,0,4.0,64605.0,5.0,2.0,8.0,240.0,8.0,240.0,5.0,185.0,0.012320328542094456,0.3819301848049281
188,1,2,2,1,0.9778956822310351,2.0,169350.0,12.0,0,28.0,103508.0,38.0,4.0,174.0,184.0,174.0,184.0,122.0,148.0,0.2520491803278688,0.305327868852459
125,134,9,3,1,0.9103318897051452,5.0,516088.0,3.0,1,14.0,321230.22222222225,42.0,1.0,126.0,126.0,126.0,126.0,100.0,100.0,0.8145161290322581,0.8145161290322581
2,0,1,1,1,0.0,2.0,-46363139.0,5.0,0,2.0,5336387.0,2.0,3.0,24.0,38.0,24.0,37.0,0.0,24.0,0.03125,0.78125
10,1,2,2,1,0.9940302114769564,1.0,52352.0,3.0,0,5.0,2063746.0,12.0,3.0,127.0,358.0,127.0,357.0,101.0,87.0,0.816,0.7040000000000001
20,0,2,2,1,0.7219280948873623,4.0,1102039.0,7.0,1,13.0,12284.0,37.0,1.0,128.0,128.0,128.0,128.0,102.0,102.0,0.8174603174603174,0.8174603174603174
3,3,1,1,1,0.0,1.0,57739.0,2.0,0,1.0,3093371.0,1.0,4.0,139.0,296.0,139.0,296.0,95.0,233.0,0.196319018404908,0.4785276073619632
3,3,1,1,1,0.0,1.0,56926.0,3.0,0,1.0,10758968.0,1.0,4.0,140.0,282.0,140.0,282.0,29.0,111.0,0.2362204724409449,0.8818897637795275
202,200,22,3,1,0.7894174687838793,2.0,2747.0,1.0,0,20.0,139587.0,42.0,1.0,149.0,141.0,149.0,141.0,101.0,96.0,0.20816326530612245,0.19795918367346935
43,38,1,1,1,0.0,1.0,3609.0,4.0,0,32.0,97723.0,73.0,4.0,42.0,428.0,42.0,427.0,39.0,319.0,0.0814663951120163,0.6517311608961304
387,57,10,7,1,0.7620097447305089,6.0,-45642986.0,14.0,0,7.0,2035539.6,12.0,1.0,18.0,29.0,18.0,28.0,12.0,19.0,0.3939393939393939,0.6060606060606061
1,1,1,1,1,0.0,1.0,1784.0,4.0,0,18.0,422051.0,23.0,4.0,2.0,269.0,2.0,269.0,2.0,242.0,0.006097560975609756,0.4939024390243902
72,0,2,2,1,0.9798687566511528,4.0,492524.0,5.0,0,8.0,1577346.5,10.0,2.0,106.0,259.0,106.0,259.0,106.0,207.0,0.21703853955375252,0.4219066937119675
45,0,2,2,1,0.7642045065086203,2.0,615534.0,4.0,0,17.0,176354.0,32.0,2.0,5.0,284.0,5.0,284.0,5.0,202.0,0.012145748987854251,0.4109311740890688
71,71,5,3,1,0.5394290934881655,1.0,15503.0,3.0,0,37.0,313251.2,124.0,3.0,43.0,244.0,43.0,244.0,40.0,228.0,0.08282828282828282,0.4626262626262626
163,52,2,2,1,0.9053901839421292,7.0,166395.0,5.0,0,8.0,2083479.5,9.0,2.0,130.0,367.0,130.0,366.0,127.0,264.0,0.25806451612903225,0.5342741935483871
2,2,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,230,5,2,1,0.8468454862143455,8.0,1126948.0,25.0,0,9.0,349733.6,11.0,1.0,14.0,108.0,14.0,108.0,8.0,108.0,0.018108651911468814,0.2193158953722334
5,1,2,2,1,0.9182958340544896,1.0,1909097.0,3.0,0,3.0,170434.0,5.0,4.0,231.0,278.0,231.0,278.0,186.0,217.0,0.3755020080321285,0.43775100401606426
1,7,2,2,1,0.8112781244591328,2.0,482177.0,5.0,0,7.0,6409520.0,6.0,5.0,398.0,251.0,397.0,251.0,284.0,119.0,0.5711422845691383,0.2404809619238477
333,0,2,2,1,0.6738626594330249,5.0,505625.0,7.0,0,13.0,10563.0,19.0,2.0,6.0,423.0,6.0,422.0,6.0,310.0,0.013999999999999999,0.622
4,1,1,1,1,0.0,1.0,209036.0,3.0,0,23.0,19618.0,41.0,4.0,110.0,144.0,110.0,144.0,110.0,140.0,0.2215568862275449,0.281437125748503
7,7,3,3,1,0.8699155297736259,3.0,130681.0,5.0,0,4.0,4383994.0,8.0,2.0,0.0,376.0,0.0,375.0,0.0,122.0,0.0078125,0.9609375
246,32,10,7,1,0.8739759727526751,3.0,29668.0,2.0,0,31.0,139966.2,71.0,2.0,131.0,115.0,131.0,115.0,128.0,92.0,0.25697211155378485,0.1852589641434263
18,18,1,1,1,0.0,1.0,458370.0,4.0,0,2.0,33347.0,3.0,3.0,145.0,240.0,145.0,240.0,100.0,175.0,0.20079522862823065,0.3499005964214712
3,1,1,1,1,0.0,1.0,423515.0,2.0,0,2.0,502955.0,3.0,2.0,9.0,230.0,9.0,230.0,5.0,171.0,0.011904761904761904,0.3412698412698413
10,3,2,2,1,0.6193821946787638,3.0,399799.0,6.0,0,5.0,234868.0,6.0,2.0,12.0,427.0,12.0,426.0,12.0,313.0,0.02574257425742574,0.6217821782178218
38,11,1,1,1,0.0,3.0,350596.0,12.0,0,6.0,4541816.0,6.0,2.0,13.0,269.0,13.0,269.0,13.0,217.0,0.02766798418972332,0.4308300395256917
16,16,2,1,1,0.4488644887230294,1.0,424246.0,5.0,0,21.0,386628.5,46.0,3.0,112.0,434.0,112.0,433.0,112.0,320.0,0.222879684418146,0.6331360946745562
27,9,3,2,1,0.6159773188064962,2.0,96864.0,3.0,0,17.0,285695.0,35.0,2.0,7.0,389.0,7.0,388.0,7.0,296.0,0.015748031496062992,0.5846456692913385
2,2,1,1,1,0.0,2.0,1335.0,5.0,0,8.0,152868.0,21.0,2.0,1.0,269.0,1.0,269.0,1.0,115.0,0.015503875968992246,0.8992248062015504
74,0,2,2,1,0.9994730201859836,5.0,326570.0,4.0,0,7.0,2438042.0,8.0,2.0,315.0,255.0,314.0,255.0,224.0,198.0,0.4420432220039293,0.3909626719056975
0,0,1,1,1,0.0,1.0,857.0,2.0,0,5.0,257756.0,5.0,2.0,19.0,182.0,19.0,182.0,19.0,151.0,0.0392156862745098,0.2980392156862745
0,2,1,1,1,0.0,1.0,3495.0,2.0,0,9.0,62373.0,17.0,2.0,316.0,224.0,315.0,224.0,225.0,211.0,0.4422700587084149,0.4148727984344423
1,1,1,1,1,0.0,1.0,1693.0,3.0,0,21.0,274086.0,87.0,2.0,317.0,225.0,316.0,225.0,226.0,212.0,0.443359375,0.416015625
26,0,1,1,1,0.0,3.0,4350.0,3.0,0,0.0,0.0,0.0,2.0,44.0,125.0,44.0,125.0,41.0,125.0,0.08187134502923976,0.2456140350877193
28,0,3,2,1,0.7918374774323303,3.0,18609.0,4.0,0,18.0,114678.0,32.0,2.0,116.0,327.0,116.0,326.0,116.0,236.0,0.2276264591439689,0.4610894941634242
11,7,2,2,1,0.7642045065086203,6.0,516249.0,12.0,0,7.0,3068.0,9.0,2.0,20.0,217.0,20.0,217.0,20.0,206.0,0.04077669902912622,0.4019417475728155
23,4,2,2,2,0.691289869405789,1.0,81234.0,4.0,0,0.0,0.0,0.0,3.0,26.0,34.0,26.0,34.0,25.0,19.0,0.7428571428571429,0.5714285714285714
